"study_id","coder_initials","date_coded","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","number_of_links","link_number","link_url","link_work","link_work_noother","resolved_url","is_repository","is_repository_other","repository_name","files_exist","files_exist_other","download_success","download_success_other","notes","final_data_avail_statement","final_art_has_links","final_link_works","final_files_exist","final_download_success","final_download_success2","Publication Year","Author","Title","Publication Title","ISSN","DOI","Pages","Issue","Volume","OpenDataBadge","OpenMaterialsBadge","PreregisteredBadge","ErratumTag","effective_year","PROpenData","PRPreregistered","PROpenMaterials","DEPreregistered","TCPreregistered","PreregisteredPlus"
"a001853","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/jv7wt","yes",,"https://osf.io/jv7wt/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Lowe, Cassandra J.; Cho, Isu; Goldsmith, Samantha F.; Morton, J. Bruce","The Bilingual Advantage in Children’s Executive Functioning Is Not Related to Language Status: A Meta-Analytic Review","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621993108","1115-1146","7",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002090","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/jxczq/","yes",,"https://osf.io/jxczq/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Helbing, Jason; Draschkow, Dejan; L.-H. Võ, Melissa","Auxiliary Scene-Context Information Provided by Anchor Objects Guides Attention and Locomotion in Natural Search Behavior","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221091838","1463-1476","9",33,TRUE,FALSE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001822","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/jys6u/","yes",,"https://osf.io/jys6u/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Gandhi, Natasha; Zou, Wanling; Meyer, Caroline; Bhatia, Sudeep; Walasek, Lukasz","Computational Methods for Predicting and Understanding Food Judgment","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211043426","579-594","4",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002023","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/k2dbf/","yes",,"https://osf.io/k2dbf/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Tybur, Joshua M.; Jones, Benedict C.; DeBruine, Lisa M.; Ackerman, Joshua M.; Fasolt, Vanessa","Preregistered Direct Replication of “Sick Body, Vigilant Mind: The Biological Immune System Activates the Behavioral Immune System”","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620955209","1461-1469","11",31,TRUE,FALSE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002069","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/k3jsk","yes",,"https://osf.io/k3jsk/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Peters, Kim; Fonseca, Miguel A.","Truth, Lies, and Gossip","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620916708","702-714","6",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001915","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/k5fb2/","yes",,"https://osf.io/k5fb2/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Bian, Lin; Baillargeon, Renée","When Are Similar Individuals a Group? Early Reasoning About Similarity and In-Group Support","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211055185","752-764","5",33,TRUE,FALSE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002207","EG","30/5/2024","yes",,"yes",,"yes",,4,3,"https://osf.io/kcn63/","yes",,"https://osf.io/kcn63/","yes",,"OSF","yes",,"yes",,"Simulation 1: datasets both archived at this OSf link: 'Data for Simulation 1 were obtained from https://archive .vn/e5vCe and https://www.payscale.com/data/racial- wage-gap-for-men and are archived at https://osf.io/ kcn63/'","yes","yes","yes","yes","yes","yes",2020,"Hester, Neil; Payne, Keith; Brown-Iannuzzi, Jazmin; Gray, Kurt","On Intersectionality: How Complex Patterns of Discrimination Can Emerge From Simple Stereotypes","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620929979","1013-1024","8",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001734","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/kcvgy/","yes",,"https://osf.io/kcvgy/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Aguilar-Lleyda, David; Lemarchand, Maxime; De Gardelle, Vincent","Confidence as a Priority Signal","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620925039","1084-1096","9",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001839","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/kd6hu/","yes",,"https://osf.io/kd6hu/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Miller, Jane E.; Park, Inkyung; Smith, Andrew R.; Windschitl, Paul D.","Do People Prescribe Optimism, Overoptimism, or Neither?","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211004545","1605-1616","10",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001913","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/ke2f5/","yes",,"https://osf.io/ke2f5/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Smiley, Adam H.; Fisher, Matthew","The Golden Age Is Behind Us: How the Status Quo Impacts the Evaluation of Technology","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221102868","1605-1614","9",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001739","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/kefqp/","yes",,"https://osf.io/kefqp/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Knight, Erik L.; McShane, Blakeley B.; Kutlikova, Hana H.; Morales, Pablo J.; Christian, Colton B.; Harbaugh, William T.; Mayr, Ulrich; Ortiz, Triana L.; Gilbert, Kimberly; Ma-Kellams, Christine; Riečanský, Igor; Watson, Neil V.; Eisenegger, Christoph; Lamm, Claus; Mehta, Pranjal H.; Carré, Justin M.","Weak and Variable Effects of Exogenous Testosterone on Cognitive Reflection Test Performance in Three Experiments: Commentary on Nave, Nadler, Zava, and Camerer (2017)","Psychological Science","0956-7976, 1467-9280","10.1177/0956797619885607","890-897","7",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001775","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/kg7wb/","yes",,"https://osf.io/kg7wb/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Theobald, Maria; Breitwieser, Jasmin; Brod, Garvin","Test Anxiety Does Not Predict Exam Performance When Knowledge Is Controlled For: Strong Evidence Against the Interference Hypothesis of Test Anxiety","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221119391","2073-2083","12",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002095","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/kgmpy","yes",,"https://osf.io/kgmpy/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Bicknell, Klinton; Levy, Roger; Rayner, Keith","Ongoing Cognitive Processing Influences Precise Eye-Movement Targets in Reading","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620901766","351-362","4",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001848","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"http://osf.io/kj4tr","yes",,"https://osf.io/kj4tr/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Ebert, Tobias; Berkessel, Jana B.; Jonsson, Thorsteinn","Political Person–Culture Match and Longevity: The Partisanship–Mortality Link Depends on the Cultural Context","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231196145","1192-1205","11",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002098","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/km8c9/","yes",,"https://osf.io/km8c9/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Soldà, Alice; Ke, Changxia; Von Hippel, William; Page, Lionel","Absolute Versus Relative Success: Why Overconfidence Creates an Inefficient Equilibrium","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211007414","1662-1674","10",32,TRUE,FALSE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001844","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/kmau4","yes",,"https://osf.io/kmau4/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Karinen, Annika K.; Wesseldijk, Laura W.; Jern, Patrick; Tybur, Joshua M.","Sex, Drugs, and Genes: Illuminating the Moral Condemnation of Recreational Drugs","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621997350","1582-1591","10",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001888","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/kp2qx/","yes",,"https://osf.io/kp2qx/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Cheng, Phillip (Xin); Rich, Anina N.; Le Pelley, Mike E.","Reward Rapidly Enhances Visual Perception","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211021843","1994-2004","12",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001846","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/kq247/","yes",,"https://osf.io/kq247/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Jimenez, Tyler; Helm, Peter J.; Arndt, Jamie","Racial Prejudice Predicts Police Militarization","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221112936","2009-2026","12",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002002","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/kqux5","yes",,"https://osf.io/kqux5/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Charlesworth, Tessa E. S.; Yang, Victor; Mann, Thomas C.; Kurdi, Benedek; Banaji, Mahzarin R.","Gender Stereotypes in Natural Language: Word Embeddings Show Robust Consistency Across Child and Adult Language Corpora of More Than 65 Million Words","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620963619","218-240","2",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001971","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/ks5tr/","yes",,"https://osf.io/ks5tr/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Flusberg, Stephen J.; Van Der Vord, James; Husney, Sarah Q.; Holmes, Kevin J.","Who’s the “Real” Victim? How Victim Framing Shapes Attitudes Toward Sexual Assault","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211045935","524-537","4",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002112","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/m6rgw","yes",,"https://osf.io/m6rgw/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Rahman, Foyzul; Kessler, Klaus; Apperly, Ian A.; Hansen, Peter C.; Javed, Sabrina; Holland, Carol A.; Hartwright, Charlotte E.","Sources of Cognitive Conflict and Their Relevance to Theory-of-Mind Proficiency in Healthy Aging: A Preregistered Study","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211017870","1918-1936","12",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001728","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/m74tj/","yes",,"https://osf.io/m74tj/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Azevedo, Ruben T.; Von Mohr, Mariana; Tsakiris, Manos","From the Viscera to First Impressions: Phase-Dependent Cardio-Visual Signals Bias the Perceived Trustworthiness of Faces","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221131519","120-131","1",34,TRUE,FALSE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001699","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/m8trh/","yes",,"https://osf.io/m8trh/","yes",,"OSF","other","Link only has data for studies 1 and 2 but data for additional meta-analysis has not been included.","yes",,"Unclear weather additional meta-analysis data has been provided or not. It seems from the data availability statement that only the original studies in this paper have archived data.","yes","yes","yes","yes","yes","yes",2022,"Prochazka, Jakub; Parilakova, Katarina; Rudolf, Patrik; Bruk, Vojtech; Jungwirthova, Rut; Fejtova, Sara; Masaryk, Radomir; Vaculik, Martin","Pain as Social Glue: A Preregistered Direct Replication of Experiment 2 of Bastian et al. (2014)","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211040745","463-473","3",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002250","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/mbx96/","yes",,"https://osf.io/mbx96/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Salvador, Cristina E.; Berg, Martha K.; Yu, Qinggang; San Martin, Alvaro; Kitayama, Shinobu","Relational Mobility Predicts Faster Spread of COVID-19: A 39-Country Study","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620958118","1236-1244","10",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002026","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/me7w4/","yes",,"https://osf.io/me7w4/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Pitt, Benjamin; Gibson, Edward; Piantadosi, Steven T.","Exact Number Concepts Are Limited to the Verbal Count Range","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211034502","371-381","3",33,TRUE,FALSE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001697","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/MFZG4/","yes",,"https://osf.io/MFZG4/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Silver, Alex M.; Stahl, Aimee E.; Loiotile, Rita; Smith-Flores, Alexis S.; Feigenson, Lisa","When Not Choosing Leads to Not Liking: Choice-Induced Preference in Infancy","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620954491","1422-1429","11",31,TRUE,FALSE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001794","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/mghr6/","yes",,"https://osf.io/mghr6/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Chung, Yong Hoon; Brady, Timothy F.; Störmer, Viola S.","No Fixed Limit for Storing Simple Visual Features: Realistic Objects Provide an Efficient Scaffold for Holding Features in Mind","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231171339","784-793","7",34,TRUE,FALSE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002043","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/mj9ux/","yes",,"https://osf.io/mj9ux/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Hofer, Marlise K.; Chen, Frances S.","The Scent of a Good Night’s Sleep: Olfactory Cues of a Romantic Partner Improve Sleep Efficiency","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620905615","449-459","4",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002234","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/mjrpy","yes",,"https://osf.io/mjrpy/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Walmsley, Joel; O’Madagain, Cathal","The Worst-Motive Fallacy: A Negativity Bias in Motive Attribution","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620954492","1430-1438","11",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002080","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/mnv5j","yes",,"https://osf.io/mnv5j/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Kang, Sanghoon; Larrabee, Grace; Nair, Sanya; Goldfarb, Elizabeth V.","Perceptual Generalization of Alcohol-Related Value Characterizes Risky Drinkers","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231181516","1146-1162","10",34,TRUE,FALSE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001995","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/mp4nu","yes",,"https://osf.io/mp4nu/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Krems, Jaimie Arona; Ko, Ahra; Moon, Jordan W.; Varnum, Michael E. W.","Lay Beliefs About Gender and Sexual Behavior: First Evidence for a Pervasive, Robust (but Seemingly Unfounded) Stereotype","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620983829","871-889","6",32,TRUE,FALSE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001831","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/mtsqv/","yes",,"https://osf.io/mtsqv/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"FitzGibbon, Lily; Komiya, Asuka; Murayama, Kou","The Lure of Counterfactual Curiosity: People Incur a Cost to Experience Regret","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620963615","241-255","2",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001779","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/mygt2/","yes",,"https://osf.io/mygt2/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Korisky, Uri; Mudrik, Liad","Dimensions of Perception: 3D Real-Life Objects Are More Readily Detected Than Their 2D Images","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211010718","1636-1648","10",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001932","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/mys79","yes",,"https://osf.io/mys79/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Choi, Yong Min; Chong, Sang Chul","Effects of Selective Attention on Mean-Size Computation: Weighted Averaging and Perceptual Enlargement","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620943834","1261-1271","10",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002134","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/ncdt2","yes",,"https://osf.io/ncdt2/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Hackel, Leor M.; Kalkstein, David A.","Social Concepts Simplify Complex Reinforcement Learning","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231180587","968-983","9",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001956","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/nrhu2/","yes",,"https://osf.io/nrhu2/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Kalbe, Felix; Bange, Stina; Lutz, Annika; Schwabe, Lars","Expectancy Violation Drives Memory Boost for Stressful Events","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620958650","1409-1421","11",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002047","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/p5xed","yes",,"https://osf.io/p5xed/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Wolf, Wouter; Nafe, Amanda; Tomasello, Michael","The Development of the Liking Gap: Children Older Than 5 Years Think That Partners Evaluate Them Less Positively Than They Evaluate Their Partners","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620980754","789-798","5",32,TRUE,FALSE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002165","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/pf97d/","yes",,"https://osf.io/pf97d/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Willoughby, Emily A.; Giannelis, Alexandros; Ludeke, Steven; Klemmensen, Robert; Nørgaard, Asbjørn S.; Iacono, William G.; Lee, James J.; McGue, Matt","Parent Contributions to the Development of Political Attitudes in Adoptive and Biological Families","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211021844","2023-2034","12",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001980","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/pm7v9","yes",,"https://osf.io/pm7v9/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Kerr, Lauren Gazzard; Tissera, Hasagani; McClure, M. Joy; Lydon, John E.; Back, Mitja D.; Human, Lauren J.","Blind at First Sight: The Role of Distinctively Accurate and Positive First Impressions in Romantic Interest","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620919674","715-728","6",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001918","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/pq3ky/","yes",,"https://osf.io/pq3ky/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Pfattheicher, Stefan; Nockur, Laila; Böhm, Robert; Sassenrath, Claudia; Petersen, Michael Bang","The Emotional Path to Action: Empathy Promotes Physical Distancing and Wearing of Face Masks During the COVID-19 Pandemic","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620964422","1363-1373","11",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
