"study_id","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","link_url_cleaned","link_work","link_work_noother","resolved_url_cleaned","files_exist","files_exist_other","download_success","download_success_other"
"a001353","yes",,"yes",,"yes",,"dataverse.harvard.edu/privateurl.xhtml?token=f8d2d590-6a8e-4df2-9dca-7e3f3813c78c","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FKHGTVF&version=DRAFT","yes",,"yes",
"a001354","yes",,"yes",,"yes",,"osf.io/nvq6t","yes",,"osf.io/nvq6t","yes",,"yes",
"a001355","yes",,"yes",,"yes",,"osf.io/b3epc","yes",,"osf.io/b3epc","yes",,"yes",
"a001356","yes",,"no",,"other","Online article has direct link to files","intarch.ac.uk/journal/issue52/3/glassdata.xls","yes",,"intarch.ac.uk/journal/issue52/3/glassdata.xls","yes",,"yes",
"a001358","yes",,"yes",,"yes",,"osf.io/62wn9","yes",,"osf.io/62wn9","yes",,"yes",
"a001359","yes",,"yes",,"no",,,,,,,,,
"a001360","yes",,"yes",,"yes",,"osf.io/e3afr","yes",,"osf.io/e3afr","yes",,"yes",
"a001361","yes",,"yes",,"yes",,"osf.io/efjd6","yes",,"osf.io/efjd6","yes",,"yes",
"a001362","yes",,"yes",,"yes",,"osf.io/t79ca","other","URL links to a specific file within a larger repository. The larger repository was downloaded as a whole, rather than the single file explicitly linked to.","osf.io/wke6z","yes",,"yes",
"a001368","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/K6ZOOW","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/K6ZOOW","yes",,"yes",
"a001369","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K","other","This link unsuccessfully attempts to combine the dataverse url with a doi-based url and doesn't work as printed - using the final part of the url (just the doi url) works though - https://doi.org/10.7910/DVN/GSQG1K","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K","yes",,"yes",
"a001370","yes",,"yes",,"yes",,"osf.io/dq3w9","yes",,"osf.io/dq3w9","yes",,"yes",
"a001372","yes",,"yes",,"yes",,"osf.io/rydzg","yes",,"osf.io/rydzg","yes",,"yes",
"a001374","yes",,"yes",,"yes",,"osf.io/9cndv","yes",,"osf.io/9cndv","yes",,"yes",
"a001376","yes",,"yes",,"yes",,"osf.io/txa5j","yes",,"osf.io/txa5j","yes",,"yes",
"a001377","yes",,"yes",,"yes",,"osf.io/j2g7t","yes",,"osf.io/j2g7t","yes",,"yes",
"a001378","yes",,"yes",,"yes",,"osf.io/cbjps","yes",,"osf.io/cbjps","yes",,"yes",
"a001379","yes",,"yes",,"yes",,"osf.io/wkjp6","yes",,"osf.io/wkjp6","yes",,"yes",
"a001380","yes",,"yes",,"yes",,"iris-database.org/iris/app/home/detail?id=york:935928&amp;ref=search","yes",,"www.iris-database.org/iris/app/home/detail?id=york:935928&amp;ref=search","yes",,"yes",
"a001381","yes",,"yes",,"yes",,"osf.io/npqgz","yes",,"osf.io/npqgz","yes",,"yes",
"a001382","yes",,"yes",,"yes",,"osf.io/zd2j9","yes",,"osf.io/zd2j9","yes",,"yes",
"a001385","yes",,"yes",,"yes",,"osf.io/84zg3","yes",,"osf.io/84zg3","yes",,"yes",
"a001386","yes",,"yes",,"yes",,"osf.io/exp4n","yes",,"osf.io/exp4n","yes",,"yes",
"a001387","yes",,"yes",,"yes",,"osf.io/mytx9","yes",,"osf.io/mytx9","yes",,"yes",
"a001388","yes",,"yes",,"yes",,"osf.io/pwy9r","yes",,"osf.io/pwy9r","yes",,"yes",
"a001389","yes",,"yes",,"yes",,"osf.io/hrzgs","yes",,"osf.io/hrzgs","yes",,"yes",
"a001390","yes",,"yes",,"yes",,"osf.io/93cvs","yes",,"osf.io/93cvs","yes",,"yes",
"a001391","yes",,"yes",,"yes",,"osf.io/2nj9h","yes",,"osf.io/2nj9h","yes",,"yes",
"a001392","yes",,"yes",,"yes",,"osf.io/jxf5q","yes",,"osf.io/jxf5q","yes",,"yes",
"a001393","yes",,"yes",,"yes",,"osf.io/s5rfu","yes",,"osf.io/s5rfu","yes",,"yes",
"a001394","yes",,"yes",,"other","Article mentions that data is available as supporting materials and has link to web page for article","ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip","yes",,"ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip","yes",,"yes",
"a001394","yes",,"yes",,"other","Article mentions that data is available as supporting materials and has link to web page for article","ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip","yes",,"ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip","yes",,"yes",
"a001395","yes",,"yes",,"yes",,"osf.io/2pnu6","yes",,"osf.io/2pnu6","yes",,"yes",
"a001397","yes",,"yes",,"yes",,"osf.io/236zg","yes",,"osf.io/236zg","yes",,"yes",
"a001398","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/QTG6FQ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QTG6FQ","yes",,"yes",
"a001401","yes",,"yes",,"yes",,"osf.io/yh7wu","yes",,"osf.io/yh7wu","yes",,"yes",
"a001404","yes",,"yes",,"yes",,"osf.io/hw2ac","yes",,"osf.io/hw2ac","yes",,"yes",
"a001405","yes",,"yes",,"yes",,"osf.io/mk73j","yes",,"osf.io/mk73j","yes",,"yes",
"a001406","yes",,"yes",,"yes",,"dx.doi.org/10.17632/7tj8hpmnmt.1","yes",,"data.mendeley.com/datasets/7tj8hpmnmt/1","yes",,"yes",
"a001408","yes",,"yes",,"yes",,"osf.io/rgsbj","yes",,"osf.io/rgsbj","yes",,"yes",
"a001411","yes",,"yes",,"yes",,"osf.io/bqyhd","yes",,"osf.io/bqyhd","yes",,"yes",
"a001412","yes",,"yes",,"yes",,"osf.io/u65by","yes",,"osf.io/u65by","yes",,"yes",
"a001414","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/XJQALC","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJQALC","yes",,"yes",
"a001415","yes",,"yes",,"yes",,"osf.io/6j9aq","yes",,"osf.io/6j9aq","yes",,"yes",
"a001416","yes",,"yes",,"yes",,"osf.io/24kvu","yes",,"osf.io/24kvu","yes",,"yes",
"a001417","yes",,"no",,"yes",,"osf.io/r2ujq/?view_only-c0f24616fffa4805b09b5f552c5a466e","yes",,"osf.io/r2ujq/?view_only-c0f24616fffa4805b09b5f552c5a466e","yes",,"yes",
"a001418","yes",,"yes",,"yes",,"github.com/abrowman/psm-jesp2017","yes",,"github.com/abrowman/psm-jesp2017","yes",,"yes",
"a001420","yes",,"yes",,"yes",,"doi.org/10.1016/j.jesp.2019.03.009","yes",,"www.sciencedirect.com/science/article/pii/S0022103118305997?via%3Dihub","yes",,"yes",
"a001421","yes",,"yes",,"yes",,"figshare.com/authors/Lorna_Richardson/606491","yes",,"figshare.com/authors/Lorna_Richardson/606491","yes",,"yes",
"a001422","yes",,"yes",,"yes",,"doi.org/10.5284/1052664","yes",,"archaeologydataservice.ac.uk/archives/view/breedon_nu_2019","yes",,"yes",
"a001423","yes",,"yes",,"yes",,"osf.io/6d3ry","yes",,"osf.io/6d3ry","yes",,"yes",
"a001425","yes",,"yes",,"yes",,"osf.io/t7jjk","yes",,"osf.io/t7jjk","yes",,"yes",
"a001425","yes",,"yes",,"yes",,"www.oecd.org/pisa/data/2015database","yes",,"www.oecd.org/pisa/data/2015database","yes",,"partial","Total download size exceeded 100MB"
"a001426","yes",,"yes",,"yes",,"dx.doi.org/10.5285/2503df629a8a485e8582e5150876b210","yes",,"catalogue.ceda.ac.uk/uuid/2503df629a8a485e8582e5150876b210","yes",,"other","Account required to access data"
"a001428","yes",,"yes",,"yes",,"osf.io/8eqtc","yes",,"osf.io/8eqtc","yes",,"yes",
"a001429","yes",,"yes",,"yes",,"www.tessexperiments.org/data/ferrer825.html","other","link results in a page not found error message, but straightforward to follow links and find correct data location (replace ""data"" with ""study"" in url). Correct page leads to an OSF project","osf.io/a42yg","yes",,"yes",
"a001430","yes",,"yes",,"yes",,"data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a","other","Had to edit URL to remove non-alpha characters around the ""&"" in the string. Also, this is a link to the upload page for the authors - it is not for public use!!!","data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a","other","There are files listed for upload, but they are not accessible","no",
"a001430","yes",,"yes",,"yes",,"doi.org/10.1016/j.jesp.2018.01.007","other","This is the journal web page for the article (https://www.sciencedirect.com/science/article/abs/pii/S0022103117306236?via%3Dihub), it contains a proper link to the Mendeley repo (https://data.mendeley.com/datasets/rh22h25sw7/1)","data.mendeley.com/datasets/rh22h25sw7/1","yes",,"yes",
"a001431","yes",,"yes",,"yes",,"osf.io/dbgh6","yes",,"osf.io/dbgh6","yes",,"yes",
"a001432","yes",,"yes",,"yes",,"osf.io/fkn8m","yes",,"osf.io/fkn8m","yes",,"yes",
"a001433","yes",,"yes",,"yes",,"osf.io/8bjcs","yes",,"osf.io/8bjcs","yes",,"yes",
"a001434","yes",,"other","Contained within ""notes"", not standalone statement","yes",,"osf.io/h6dwg","yes",,"osf.io/h6dwg","yes",,"yes",
"a001436","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/AT2FEZ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AT2FEZ","yes",,"yes",
"a001437","yes",,"yes",,"yes",,"osf.io/2bfkt/?view_only=1fee156afa004d37ba3e48f189fba097","yes",,"osf.io/2bfkt/?view_only=1fee156afa004d37ba3e48f189fba097","yes",,"partial","Total download size exceeded 100MB"
"a001439","yes",,"yes",,"yes",,"osf.io/ht3gk","yes",,"osf.io/ht3gk","yes",,"yes",
"a001440","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/EBF7XW","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EBF7XW","yes",,"yes",
"a001441","yes",,"yes",,"yes",,"osf.io/axnm6","yes",,"osf.io/axnm6","yes",,"yes",
"a001443","yes",,"yes",,"yes",,"doi.org/10.17863/CAM.7153;the","other","The link as copied contains a bit of extraneous text at the end ("";the""), removing this makes the url work fine. Clicking on the link directly from PDF results in an error","www.repository.cam.ac.uk/handle/1810/261918","yes",,"yes",
"a001443","yes",,"yes",,"yes",,"osf.io/7b9au","yes",,"osf.io/7b9au","yes",,"yes",
"a001444","yes",,"yes",,"yes",,"osf.io/cd893/?view_only=5c5dd4ed81cc497d9ee1cb383da909cf","yes",,"osf.io/cd893/?view_only=5c5dd4ed81cc497d9ee1cb383da909cf","yes",,"yes",
"a001445","yes",,"yes",,"yes",,"osf.io/e2aks","yes",,"osf.io/e2aks","yes",,"yes",
"a001447","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/ICISE4","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ICISE4","yes",,"yes",
"a001448","yes",,"yes",,"yes",,"osf.io/yfc5m","yes",,"osf.io/yfc5m","yes",,"yes",
"a001449","yes",,"yes",,"yes",,"osf.io/34cd8","yes",,"osf.io/34cd8","yes",,"yes",
"a001450","yes",,"yes",,"yes",,"osf.io/u9tk8","yes",,"osf.io/u9tk8","yes",,"yes",
"a001452","yes",,"yes",,"yes",,"osf.io/9b4y7","yes",,"osf.io/9b4y7","yes",,"yes",
"a001454","yes",,"yes",,"yes",,"osf.io/mrt8f","yes",,"osf.io/mrt8f","yes",,"yes",
"a001455","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFSGZI","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFSGZI","yes",,"yes",
"a001458","yes",,"yes",,"yes",,"dx.doi.org/10.23668/psycharchives.790","yes",,"www.psycharchives.org/handle/20.500.12034/584","yes",,"yes",
"a001459","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/EL6ZCZ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EL6ZCZ","yes",,"yes",
"a001460","yes",,"yes",,"yes",,"osf.io/b4nvf","yes",,"osf.io/b4nvf","yes",,"yes",
"a001463","yes",,"yes",,"yes",,"DOI 10.17605/OSF.IO/KZ483","yes",,"osf.io/kz483","yes",,"yes",
"a001464","yes",,"yes",,"yes",,"osf.io/h7s5j","yes",,"osf.io/h7s5j","yes",,"yes",
"a001465","yes",,"yes",,"yes",,"osf.io/enuv3","yes",,"osf.io/enuv3","yes",,"yes",
"a001466","yes",,"yes",,"yes",,"osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967","other","The embedded link does not work as it is a combining of two separate urls, one of which is irrelevant, also spaces are introduced. After correcting the obvious problems with the url, the link works as expected","osf.io/jpbnu/?view_only=2ba7656345b94dacaf1210e8185a5967","yes",,"yes",
"a001467","yes",,"yes",,"yes",,"osf.io/ng9k8","yes",,"osf.io/ng9k8","yes",,"yes",
"a001468","yes",,"yes",,"yes",,"osf.io/nav9h","yes",,"osf.io/nav9h","yes",,"yes",
"a001469","yes",,"yes",,"yes",,"osf.io/fhegd","yes",,"osf.io/fhegd","yes",,"yes",
"a001470","yes",,"yes",,"yes",,"osf.io/waeqn","yes",,"osf.io/waeqn","yes",,"yes",
"a001471","yes",,"yes",,"yes",,"osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4","yes",,"osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4","yes",,"yes",
"a001472","yes",,"yes",,"yes",,"openneuro.org/datasets/ds001838/versions/1.0.0","yes",,"openneuro.org/datasets/ds001838/versions/1.0.0","other","The link was to version 1.0.0, but there was a revised version (1.0.1) that added a DOI - no other changes it seemed. Looked at the updated version.","partial","Study repo contains large fMRI data files for many subjects. Just downloaded files for one subject to check/confirm."
"a001472","yes",,"yes",,"yes",,"osf.io/buqcm","yes",,"osf.io/buqcm","yes",,"yes",
"a001475","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/PB8X8P","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PB8X8P","yes",,"yes",
"a001476","yes",,"yes",,"yes",,"figshare.com/s/0bfe19464337b17fb326","yes",,"figshare.com/s/0bfe19464337b17fb326","yes",,"yes",
"a001476","yes",,"yes",,"yes",,"forscenter.ch/en/our-surveys/swiss-household-panel","other","Link as provided results in a 404 error, but the links on the website make it very easy to find the updated location of the data (link via https://forscenter.ch/projects/swiss-household-panel/)","forsbase.unil.ch/project/study-public-overview/16970/0","other","Files require an account login to access","no",
"a001476","yes",,"yes",,"yes",,"www.worldvaluessurvey.org","yes",,"www.worldvaluessurvey.org/wvs.jsp","other","The link is the project homepage, had to follow links to find some files to access (and it is not clear which files are relevant). Also, need to agree with terms of use before downloading (but no registration/approval required per se).","partial","Many files across different pages, just downloaded codebook for Wave 7 to check"
"a001477","yes",,"yes",,"yes",,"osf.io/wqnnx","yes",,"osf.io/wqnnx","yes",,"yes",
"a001480","yes",,"yes",,"yes",,"osf.io/qtb5u","yes",,"osf.io/qtb5u","yes",,"yes",
"a001481","yes",,"yes",,"yes",,"zenodo.org/record/1217215","yes",,"zenodo.org/record/1217215","yes",,"yes",
"a001482","yes",,"yes",,"yes",,"osf.io/7h6cy","yes",,"osf.io/7h6cy","yes",,"yes",
"a001485","yes",,"no",,"yes",,"osf.io/xrk6j","yes",,"osf.io/xrk6j","yes",,"yes",
"a001486","yes",,"yes",,"yes",,"osf.io/64nzg","yes",,"osf.io/64nzg","yes",,"yes",
"a001487","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/LNUYXZ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LNUYXZ","yes",,"yes",
"a001488","yes",,"yes",,"yes",,"osf.io/b4cqm","yes",,"osf.io/b4cqm","yes",,"yes",
"a001489","yes",,"yes",,"yes",,"osf.io/akbfj","yes",,"osf.io/akbfj","yes",,"yes",
"a001489","yes",,"yes",,"yes",,"osf.io/kd8b3","yes",,"osf.io/kd8b3","yes",,"yes",
"a001490","yes",,"yes",,"yes",,"osf.io","other","It looks like the unique ID was left out of the url (possibly an editing error) - however, looking at the declaration reveals the intended link to data","osf.io/m75da","yes",,"yes",
"a001493","yes",,"yes",,"yes",,"hrs.isr.umich.edu/documentation?_ga=2.27770172.1038497410.1542961645-2121603621.1539110961","yes",,"hrs.isr.umich.edu/documentation?_ga=2.27770172.1038497410.1542961645-2121603621.1539110961","other","This is an explicit metadata/data documentation resource","partial","Many files here, two PDFs downloaded to check"
"a001493","yes",,"yes",,"yes",,"hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961","yes",,"hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961","other","Registration is required to access files","no",
"a001493","yes",,"yes",,"yes",,"osf.io/pn3vt","yes",,"osf.io/pn3vt","yes",,"yes",
"a001495","yes",,"yes",,"yes",,"osf.io/5zimh","yes",,"osf.io/5zimh","yes",,"yes",
"a001496","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/SRPTCV","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SRPTCV","yes",,"yes",
"a001497","yes",,"yes",,"yes",,"osf.io/fitgz","yes",,"osf.io/fitgz","yes",,"yes",
"a001499","yes",,"yes",,"yes",,"osf.io/6b4ag","yes",,"osf.io/6b4ag","yes",,"yes",
"a001500","yes",,"yes",,"yes",,"osf.io/mpf64","yes",,"osf.io/mpf64","yes",,"yes",
"a001501","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/DEMP8Q","other","DOI not found; data found by searching Harvard Dataverse by author name","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NMJ4W9","yes",,"yes",
"a001502","yes",,"yes",,"yes",,"osf.io/c6wm5","yes",,"osf.io/c6wm5","yes",,"yes",
"a001504","yes",,"yes",,"yes",,"osf.io/djzh3","yes",,"osf.io/djzh3","yes",,"yes",
"a001505","yes",,"yes",,"yes",,"osf.io/5t6fs","yes",,"osf.io/5t6fs","yes",,"yes",
"a001506","yes",,"yes",,"yes",,"osf.io/zg2su/files","yes",,"osf.io/zg2su/files","yes",,"yes",
"a001507","yes",,"yes",,"yes",,"osf.io/b69g8","yes",,"osf.io/b69g8","yes",,"yes",
"a001509","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/GTXZ4J","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GTXZ4J","yes",,"yes",
"a001511","yes",,"yes",,"yes",,"osf.io/jqug4","yes",,"osf.io/jqug4","yes",,"yes",
"a001512","yes",,"yes",,"yes",,"ti-nyurl.com/zvgu6hh","other","hyphen introduced into url by line break. Clicking link directly results in an error. Once removed, link works as expected","osf.io/v8kpt/?view_only=c0217f1a298d442e92bb98bbc39465e8","yes",,"yes",
"a001512","yes",,"yes",,"yes",,"tinyurl.com/hwmo9t6","yes",,"osf.io/f7qbp/?view_only=d03edf108c9f424ba7ba1066929a9400","yes",,"yes",
"a001514","yes",,"yes",,"yes",,"osf.io/4UBJ8","yes",,"osf.io/4UBJ8","yes",,"yes",
"a001514","yes",,"yes",,"yes",,"osf.io/j479p","yes",,"osf.io/j479p","yes",,"yes",
"a001515","yes",,"yes",,"yes",,"osf.io/w38qr","yes",,"osf.io/w38qr","yes",,"yes",
"a001516","yes",,"yes",,"yes",,"osf.io/ideta","yes",,"osf.io/ideta","yes",,"yes",
"a001517","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/YUM3K8","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YUM3K8","yes",,"yes",
"a001518","yes",,"yes",,"yes",,"osf.io/fhmyb","yes",,"osf.io/fhmyb","yes",,"yes",
"a001519","yes",,"yes",,"yes",,"osf.io/b9pkj","yes",,"osf.io/b9pkj","yes",,"yes",
"a001520","yes",,"yes",,"yes",,"osf.io/84xut","yes",,"osf.io/84xut","yes",,"yes",
"a001522","yes",,"yes",,"yes",,"osf.io/ws3j9","yes",,"osf.io/ws3j9","yes",,"partial","The repo contains three subprojects with huge download sizes (80GB+) so only some smaller components downloaded"
"a001523","yes",,"yes",,"yes",,"osf.io/5bpr7","yes",,"osf.io/5bpr7","yes",,"yes",
"a001524","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/XRJ43D","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XRJ43D","yes",,"yes",
"a001525","yes",,"yes",,"yes",,"osf.io/d2wur","yes",,"osf.io/d2wur","yes",,"yes",
"a001525","yes",,"yes",,"yes",,"osf.io/yjer4","yes",,"osf.io/yjer4","yes",,"yes",
"a001527","yes",,"yes",,"yes",,"osf.io/x7kma","yes",,"osf.io/x7kma","yes",,"yes",
"a001528","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/VJLVYU","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VJLVYU","yes",,"yes",
"a001529","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/B9SCDJ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/B9SCDJ","yes",,"yes",
"a001531","yes",,"yes",,"yes",,"osf.io/3hm4g","yes",,"osf.io/3hm4g","yes",,"yes",
"a001534","yes",,"yes",,"yes",,"osf.io/aqkgt","yes",,"osf.io/aqkgt","yes",,"yes",
"a001536","yes",,"yes",,"yes",,"osf.io/5ahzj","yes",,"osf.io/5ahzj","yes",,"yes",
"a001538","yes",,"yes",,"yes",,"osf.io/ygzx3","yes",,"osf.io/ygzx3","yes",,"yes",
"a001539","yes",,"yes",,"yes",,"github.com/BlackHershey/blink-TS","yes",,"github.com/BlackHershey/blink-TS","yes",,"yes",
"a001544","yes",,"yes",,"yes",,"osf.io/jp8ew","yes",,"osf.io/jp8ew","yes",,"yes",
"a001545","yes",,"yes",,"yes",,"journals.sagepub.com/doi/suppl/10.1177/0956797618761661","yes",,"journals.sagepub.com/doi/suppl/10.1177/0956797618761661","yes",,"yes",
"a001545","yes",,"yes",,"yes",,"nces.ed.gov/ecls/dataproducts.asp","yes",,"nces.ed.gov/ecls/dataproducts.asp","yes",,"partial","Total download size exceeded 100MB"
"a001545","yes",,"yes",,"yes",,"www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233","yes",,"www.icpsr.umich.edu/web/ICPSR/series/00233","other","Permission required to access data files","no",
"a001547","yes",,"yes",,"yes",,"osf.io/s92i4","yes",,"osf.io/s92i4","yes",,"yes",
"a001548","yes",,"yes",,"yes",,"doi.org/10.11922/sciencedb.642","no","Redirect loop",,,,,
"a001551","yes",,"yes",,"yes",,"osf.io/dnxfz","yes",,"osf.io/dnxfz","yes",,"yes",
"a001554","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/Y43XZR","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Y43XZR","yes",,"yes",
"a001556","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/WPVSMH","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WPVSMH","yes",,"yes",
"a001558","yes",,"yes",,"yes",,"osf.io/4awze","yes",,"osf.io/4awze","yes",,"yes",
"a001559","yes",,"yes",,"yes",,"doi.org/10.17605/osf.io/rq4fv","yes",,"osf.io/rq4fv","yes",,"yes",
"a001560","yes",,"other","No explit statement mentioning data, but contains the following (and link does contain data files): All stud-
ies were preregistered at the Open Science Framework and materials, power calculations, and hypotheses can be found at https://osf.io/nrbjz/","yes",,"osf.io/nrbjz","yes",,"osf.io/nrbjz","yes",,"yes",
"a001561","yes",,"yes",,"yes",,"dx.doi:10.7910/DVN/RSD5BV","other","The url as provided is malformed, fixing the url was easy ("":"" becomes "".org/""). Once fixed, the url resolved.","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RSD5BV","yes",,"yes",
"a001563","yes",,"yes",,"yes",,"osf.io/9uxve","yes",,"osf.io/9uxve","yes",,"yes",
"a001564","yes",,"yes",,"yes",,"osf.io/n9sd6","yes",,"osf.io/n9sd6","yes",,"yes",
"a001565","yes",,"yes",,"yes",,"osf.io/kvb99","yes",,"osf.io/kvb99","yes",,"yes",
"a001567","yes",,"yes",,"yes",,"osf.io/6csnh","yes",,"osf.io/6csnh","yes",,"yes",
"a001568","yes",,"yes",,"yes",,"figshare.com/articles/The_Road_to_Bribery_and_Corruption/3849237","yes",,"figshare.com/articles/The_Road_to_Bribery_and_Corruption/3849237","yes",,"yes",
"a001571","yes",,"yes",,"yes",,"osf.io/4ef6t/?view_only=b6f868173bd14b81ad8e9bb73b71014d","yes",,"osf.io/4ef6t/?view_only=b6f868173bd14b81ad8e9bb73b71014d","yes",,"partial","Total download size exceeded 100MB"
"a001572","yes",,"yes",,"yes",,"osf.io/vq49b","yes",,"osf.io/vq49b","yes",,"yes",
"a001573","yes",,"yes",,"yes",,"osf.io/8g5fy","yes",,"osf.io/8g5fy","yes",,"yes",
"a001576","yes",,"yes",,"yes",,"osf.io/vq4ak","yes",,"osf.io/vq4ak","yes",,"yes",
"a001577","yes",,"yes",,"yes",,"github.com/martinjpratt/ZoomAntarctica","yes",,"github.com/martinjpratt/ZoomAntarctica","yes",,"yes",
"a001577","yes",,"yes",,"yes",,"www.usap-dc.org/view/project/p0010035","yes",,"www.usap-dc.org/view/project/p0010035","yes",,"other","The article used RADAR SIR (downloadable) and LiDAR LIS 1.4 (only upon request). Could download the RADAR CSV data, and some of the PNG images (there were many)."
"a001578","yes",,"yes",,"yes",,"osf.io/8cktf","yes",,"osf.io/8cktf","yes",,"yes",
"a001579","yes",,"yes",,"yes",,"osf.io/s4z32","yes",,"osf.io/s4z32","yes",,"yes",
"a001582","yes",,"yes",,"yes",,"osf.io/kcp9z","yes",,"osf.io/kcp9z","yes",,"yes",
"a001583","yes",,"yes",,"yes",,"osf.io/wxc7b","yes",,"osf.io/wxc7b","yes",,"yes",
"a001584","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/8KNF3I","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8KNF3I","yes",,"yes",
"a001585","yes",,"yes",,"yes",,"osf.io/3z8xa","yes",,"osf.io/3z8xa","yes",,"yes",
"a001586","yes",,"yes",,"yes",,"osf.io/4e7hr","yes",,"osf.io/4e7hr","yes",,"yes",
"a001589","yes",,"yes",,"yes",,"osf.io/knv6e/?view_only=00a0fed2ca434490ba087c12031239b0","yes",,"osf.io/knv6e/?view_only=00a0fed2ca434490ba087c12031239b0","yes",,"yes",
"a001590","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/XZFHCP","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XZFHCP","yes",,"yes",
"a001591","yes",,"yes",,"yes",,"osf.io/5vy69/?view_only=23a8c0762ef64333b1eb605010d68934","yes",,"osf.io/5vy69/?view_only=23a8c0762ef64333b1eb605010d68934","yes",,"yes",
"a001593","yes",,"yes",,"yes",,"osf.io/4tzv3","yes",,"osf.io/4tzv3","yes",,"yes",
"a001594","yes",,"yes",,"yes",,"osf.io/nkgza","yes",,"osf.io/nkgza","yes",,"yes",
