study_id,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,link_url_cleaned,link_work,link_work_noother,resolved_url_cleaned
a001518,yes,NA,yes,NA,yes,NA,osf.io/fhmyb,yes,NA,osf.io/fhmyb
a001519,yes,NA,yes,NA,yes,NA,osf.io/b9pkj,yes,NA,osf.io/b9pkj
a001520,yes,NA,yes,NA,yes,NA,osf.io/84xut,yes,NA,osf.io/84xut
a001522,yes,NA,yes,NA,yes,NA,osf.io/ws3j9,yes,NA,osf.io/ws3j9
a001523,yes,NA,yes,NA,yes,NA,osf.io/5bpr7,yes,NA,osf.io/5bpr7
a001524,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/XRJ43D,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XRJ43D
a001525,yes,NA,yes,NA,yes,NA,osf.io/d2wur,yes,NA,osf.io/d2wur
a001525,yes,NA,yes,NA,yes,NA,osf.io/yjer4,yes,NA,osf.io/yjer4
a001527,yes,NA,yes,NA,yes,NA,osf.io/x7kma,yes,NA,osf.io/x7kma
a001528,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/VJLVYU,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VJLVYU
a001529,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/B9SCDJ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/B9SCDJ
a001531,yes,NA,yes,NA,yes,NA,osf.io/3hm4g,yes,NA,osf.io/3hm4g
a001534,yes,NA,yes,NA,yes,NA,osf.io/aqkgt,yes,NA,osf.io/aqkgt
a001536,yes,NA,yes,NA,yes,NA,osf.io/5ahzj,yes,NA,osf.io/5ahzj
a001538,yes,NA,yes,NA,yes,NA,osf.io/ygzx3,yes,NA,osf.io/ygzx3
a001539,yes,NA,yes,NA,yes,NA,github.com/BlackHershey/blink-TS,yes,NA,github.com/BlackHershey/blink-TS
a001544,yes,NA,yes,NA,yes,NA,osf.io/jp8ew,yes,NA,osf.io/jp8ew
a001545,yes,NA,yes,NA,yes,NA,journals.sagepub.com/doi/suppl/10.1177/0956797618761661,yes,NA,journals.sagepub.com/doi/suppl/10.1177/0956797618761661
a001545,yes,NA,yes,NA,yes,NA,nces.ed.gov/ecls/dataproducts.asp,yes,NA,nces.ed.gov/ecls/dataproducts.asp
a001545,yes,NA,yes,NA,yes,NA,www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,yes,NA,www.icpsr.umich.edu/web/ICPSR/series/00233
a001547,yes,NA,yes,NA,yes,NA,osf.io/s92i4,yes,NA,osf.io/s92i4
a001548,yes,NA,yes,NA,yes,NA,doi.org/10.11922/sciencedb.642,no,Redirect loop,NA
a001551,yes,NA,yes,NA,yes,NA,osf.io/dnxfz,yes,NA,osf.io/dnxfz
a001554,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/Y43XZR,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Y43XZR
a001556,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/WPVSMH,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WPVSMH
a001558,yes,NA,yes,NA,yes,NA,osf.io/4awze,yes,NA,osf.io/4awze
a001559,yes,NA,yes,NA,yes,NA,doi.org/10.17605/osf.io/rq4fv,yes,NA,osf.io/rq4fv
a001560,yes,NA,other,"No explit statement mentioning data, but contains the following (and link does contain data files): All stud-
ies were preregistered at the Open Science Framework and materials, power calculations, and hypotheses can be found at https://osf.io/nrbjz/",yes,NA,osf.io/nrbjz,yes,NA,osf.io/nrbjz
a001561,yes,NA,yes,NA,yes,NA,dx.doi:10.7910/DVN/RSD5BV,other,"The url as provided is malformed, fixing the url was easy ("":"" becomes "".org/""). Once fixed, the url resolved.",dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RSD5BV
a001563,yes,NA,yes,NA,yes,NA,osf.io/9uxve,yes,NA,osf.io/9uxve
a001564,yes,NA,yes,NA,yes,NA,osf.io/n9sd6,yes,NA,osf.io/n9sd6
a001565,yes,NA,yes,NA,yes,NA,osf.io/kvb99,yes,NA,osf.io/kvb99
a001567,yes,NA,yes,NA,yes,NA,osf.io/6csnh,yes,NA,osf.io/6csnh
a001568,yes,NA,yes,NA,yes,NA,figshare.com/articles/The_Road_to_Bribery_and_Corruption/3849237,yes,NA,figshare.com/articles/The_Road_to_Bribery_and_Corruption/3849237
a001571,yes,NA,yes,NA,yes,NA,osf.io/4ef6t/?view_only=b6f868173bd14b81ad8e9bb73b71014d,yes,NA,osf.io/4ef6t/?view_only=b6f868173bd14b81ad8e9bb73b71014d
a001572,yes,NA,yes,NA,yes,NA,osf.io/vq49b,yes,NA,osf.io/vq49b
a001573,yes,NA,yes,NA,yes,NA,osf.io/8g5fy,yes,NA,osf.io/8g5fy
a001576,yes,NA,yes,NA,yes,NA,osf.io/vq4ak,yes,NA,osf.io/vq4ak
a001577,yes,NA,yes,NA,yes,NA,github.com/martinjpratt/ZoomAntarctica,yes,NA,github.com/martinjpratt/ZoomAntarctica
a001577,yes,NA,yes,NA,yes,NA,www.usap-dc.org/view/project/p0010035,yes,NA,www.usap-dc.org/view/project/p0010035
a001578,yes,NA,yes,NA,yes,NA,osf.io/8cktf,yes,NA,osf.io/8cktf
a001579,yes,NA,yes,NA,yes,NA,osf.io/s4z32,yes,NA,osf.io/s4z32
a001582,yes,NA,yes,NA,yes,NA,osf.io/kcp9z,yes,NA,osf.io/kcp9z
a001583,yes,NA,yes,NA,yes,NA,osf.io/wxc7b,yes,NA,osf.io/wxc7b
a001584,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/8KNF3I,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8KNF3I
a001585,yes,NA,yes,NA,yes,NA,osf.io/3z8xa,yes,NA,osf.io/3z8xa
a001586,yes,NA,yes,NA,yes,NA,osf.io/4e7hr,yes,NA,osf.io/4e7hr
a001589,yes,NA,yes,NA,yes,NA,osf.io/knv6e/?view_only=00a0fed2ca434490ba087c12031239b0,yes,NA,osf.io/knv6e/?view_only=00a0fed2ca434490ba087c12031239b0
a001590,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/XZFHCP,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XZFHCP
a001591,yes,NA,yes,NA,yes,NA,osf.io/5vy69/?view_only=23a8c0762ef64333b1eb605010d68934,yes,NA,osf.io/5vy69/?view_only=23a8c0762ef64333b1eb605010d68934
a001593,yes,NA,yes,NA,yes,NA,osf.io/4tzv3,yes,NA,osf.io/4tzv3
a001594,yes,NA,yes,NA,yes,NA,osf.io/nkgza,yes,NA,osf.io/nkgza
a001596,yes,NA,yes,NA,yes,NA,osf.io/tsyrj,yes,NA,osf.io/tsyrj
a001597,yes,NA,yes,NA,yes,NA,osf.io/bjpe3,yes,NA,osf.io/bjpe3
a001598,yes,NA,yes,NA,yes,NA,osf.io/yn5u8,yes,NA,osf.io/yn5u8
a001599,yes,NA,yes,NA,yes,NA,doi.org/10.6078/M7CR5R8Z,yes,NA,opencontext.org/projects/23696274-1f6d-44ca-9697-36b9d5e3fe5d
a001601,yes,NA,yes,NA,yes,NA,osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,yes,NA,osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3
a001602,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/PGGBB4,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PGGBB4
a001603,yes,NA,yes,NA,yes,NA,osf.io/e652h,yes,NA,osf.io/e652h
a001604,yes,NA,yes,NA,yes,NA,data.mendeley.com/datasets/wynh7zs2rg/1,yes,NA,data.mendeley.com/datasets/wynh7zs2rg/1
a001605,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/STOQ1Q,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/STOQ1Q
a001606,yes,NA,yes,NA,yes,NA,osf.io/d2ytu,yes,NA,osf.io/d2ytu
a001607,yes,NA,yes,NA,yes,NA,osf.io/bx59f,yes,NA,osf.io/bx59f
a001608,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/BZ9Z2D,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BZ9Z2D
a001609,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/AGIMGY,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AGIMGY
a001610,yes,NA,yes,NA,yes,NA,osf.io/8cwgx,yes,NA,osf.io/8cwgx
a001611,yes,NA,yes,NA,yes,NA,osf.io/bdnqr,other,Link auto redirects to GitHub page,crumplab.github.io/EntropyTyping
a001613,yes,NA,yes,NA,yes,NA,osf.io/4m2bq,yes,NA,osf.io/4m2bq
a001614,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MVGYWG,no,Asks for a login,NA
a001615,yes,NA,yes,NA,yes,NA,osf.io/vj9ts,yes,NA,osf.io/vj9ts
a001618,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/8ZJBLI,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8ZJBLI
a001619,yes,NA,yes,NA,yes,NA,osf.io/stv79,yes,NA,osf.io/stv79
a001621,yes,NA,yes,NA,yes,NA,dx.doi.org/10.6084/m9.figshare.c.3468495.v2,yes,NA,figshare.com/collections/Mental_Representations_of_Welfare_Recipients/3468495/2
a001622,yes,NA,yes,NA,yes,NA,osf.io/yiupc,yes,NA,osf.io/yiupc
a001623,yes,NA,yes,NA,yes,NA,osf.io/vjwsg,yes,NA,osf.io/vjwsg
a001624,yes,NA,yes,NA,yes,NA,osf.io/xqvkb,yes,NA,osf.io/xqvkb
a001627,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/QSXDUN,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QSXDUN
a001628,yes,NA,yes,NA,yes,NA,osf.io/7gy85,yes,NA,osf.io/7gy85
a001628,yes,NA,yes,NA,yes,NA,osf.io/bxj9d,yes,NA,osf.io/bxj9d
a001633,yes,NA,yes,NA,yes,NA,osf.io/xz3ap,yes,NA,osf.io/xz3ap
a001634,yes,NA,yes,NA,yes,NA,hrsonline.isr.umich.edu,yes,NA,hrsonline.isr.umich.edu
a001634,yes,NA,yes,NA,yes,NA,midus.colectica.org,yes,NA,midus.colectica.org/Account/Login
a001635,yes,NA,yes,NA,yes,NA,osf.io/psfwz,yes,NA,osf.io/psfwz
a001637,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/KYI9AR,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KYI9AR
a001639,yes,NA,yes,NA,yes,NA,osf.io/hekts,yes,NA,osf.io/hekts
a001640,yes,NA,yes,NA,yes,NA,osf.io/t43sb,yes,NA,osf.io/t43sb
a001641,yes,NA,yes,NA,yes,NA,osf.io/2xg9u,yes,NA,osf.io/2xg9u
a001642,yes,NA,yes,NA,yes,NA,osf.io/nquws/files,yes,NA,osf.io/nquws/files
a001644,yes,NA,yes,NA,yes,NA,osf.io/f54qe,yes,NA,osf.io/f54qe
a001645,yes,NA,yes,NA,yes,NA,osf.io/bpwf8,yes,NA,osf.io/bpwf8
a001646,yes,NA,yes,NA,yes,NA,osf.io/83v4u,yes,NA,osf.io/83v4u
a001647,yes,NA,yes,NA,yes,NA,osf.io/vhcu8,yes,NA,osf.io/vhcu8
a001648,yes,NA,yes,NA,yes,NA,osf.io/2qncf,yes,NA,osf.io/2qncf
a001649,yes,NA,yes,NA,yes,NA,osf.io/5qd94,yes,NA,osf.io/5qd94
a001651,yes,NA,yes,NA,yes,NA,osf.io/mw3rb,yes,NA,osf.io/mw3rb
a001653,yes,NA,yes,NA,yes,NA,osf.io/5t0b7,yes,NA,osf.io/5t0b7
a001654,yes,NA,yes,NA,yes,NA,figshare.com/articles/Mapping_the_Structure_of_the_Archaeological_Web/1008911,yes,NA,figshare.com/articles/Mapping_the_Structure_of_the_Archaeological_Web/1008911
a001655,yes,NA,yes,NA,yes,NA,osf.io/2cv4x/?view_only=d192b6df6a7b4c1ea49d19e819330f80,yes,NA,osf.io/2cv4x/?view_only=d192b6df6a7b4c1ea49d19e819330f80
a001658,yes,NA,yes,NA,yes,NA,dx.doi.org/10.17605/OSF.IO/MGBVC,yes,NA,osf.io/mgbvc
a001659,yes,NA,yes,NA,yes,NA,osf.io/yedsz,yes,NA,osf.io/yedsz
a001660,yes,NA,yes,NA,yes,NA,osf.io/nqas7,yes,NA,osf.io/nqas7
a001661,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/WPKTKJ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WPKTKJ
a001662,yes,NA,yes,NA,yes,NA,osf.io/qwy4b,yes,NA,osf.io/qwy4b
a001663,yes,NA,yes,NA,yes,NA,osf.io/ceqth,yes,NA,osf.io/ceqth
